Internal Id,Award Id,Recipient Name,Action Date,Award Amount,Piid,Place Of Performance State Code,Place Of Performance City Code,Place Of Performance Zip5,Product Or Service Code (Psc),Psc Description,Naics Code,Naics Description,Type Of Set Aside,Contracting Officer Business Size Determination,Generated Internal Id
111689824,75H70622F03012,"NATIVEARC, LLC",,15030.0,,SD,,57570,,,,,,,CONT_AWD_75H70622F03012_7527_75H70621D00022_7527
111689780,75H70622F03009,"NATIVEARC, LLC",,49286.25,,SD,,57570,,,,,,,CONT_AWD_75H70622F03009_7527_75H70621D00022_7527
111689764,75H70622F03008,"NATIVEARC, LLC",,26265.0,,SD,,57570,,,,,,,CONT_AWD_75H70622F03008_7527_75H70621D00022_7527
111689745,75H70622F03007,"NATIVEARC, LLC",,28010.0,,SD,,57570,,,,,,,CONT_AWD_75H70622F03007_7527_75H70621D00022_7527
111689725,75H70622F03006,"NATIVEARC, LLC",,36322.5,,SD,,57570,,,,,,,CONT_AWD_75H70622F03006_7527_75H70621D00022_7527
111689704,75H70622F03005,"NATIVEARC, LLC",,41307.5,,SD,,57570,,,,,,,CONT_AWD_75H70622F03005_7527_75H70621D00022_7527
111689692,75H70622F03005,"CONSILIUM STAFFING, LLC",,435170.5,,ND,,58316,,,,,,,CONT_AWD_75H70622F03005_7527_75H70620D00017_7527
111689676,75H70622F03004,"NATIVEARC, LLC",,48891.25,,SD,,57570,,,,,,,CONT_AWD_75H70622F03004_7527_75H70621D00022_7527
111689612,75H70622F03001,AVEL ECARE LLC,,359366.0,,ND,,58538,,,,,,,CONT_AWD_75H70622F03001_7527_75H70622D00023_7527
111689232,75H70621F80183,"SYSMEX AMERICA, INC",,1181327.4,,SD,,57401,,,,,,,CONT_AWD_75H70621F80183_7527_V797D40235_3600
111688588,75H70621F03003,"NATIVEARC, LLC",,33670.0,,SD,,57570,,,,,,,CONT_AWD_75H70621F03003_7527_75H70621D00022_7527
111688560,75H70621F03002,"NATIVEARC, LLC",,26177.5,,SD,,57570,,,,,,,CONT_AWD_75H70621F03002_7527_75H70621D00022_7527
111688532,75H70621F03001,"NATIVEARC, LLC",,12140.0,,SD,,57570,,,,,,,CONT_AWD_75H70621F03001_7527_75H70621D00022_7527
111688506,75H70621C00012,CHEYENNE RIVER SIOUX TRIBE,,1080336.0,,SD,,57625,,,,,,,CONT_AWD_75H70621C00012_7527_-NONE-_-NONE-
111688504,75H70621C00009,"J L MINDER, PROF. LLC",,2080000.0,,SD,,57625,,,,,,,CONT_AWD_75H70621C00009_7527_-NONE-_-NONE-
111688502,75H70621C00006,"INOVALON PROVIDER, INC",,264648.56,,SD,,57625,,,,,,,CONT_AWD_75H70621C00006_7527_-NONE-_-NONE-
111688499,75H70621C00002,"CAREFUSION SOLUTIONS, LLC",,705231.0,,SD,,57501,,,,,,,CONT_AWD_75H70621C00002_7527_-NONE-_-NONE-
111688381,75H70620P00948,MICROTECHNOLOGIES LLC,,266481.6,,SD,,57262,,,,,,,CONT_AWD_75H70620P00948_7527_-NONE-_-NONE-
111688380,75H70620P00945,NORTHERN X-RAY COMPANY,,9718.0,,ND,,58316,,,,,,,CONT_AWD_75H70620P00945_7527_-NONE-_-NONE-
111688364,75H70620P00869,DIAGNOSTICA STAGO INC,,19660.7,,ND,,58316,,,,,,,CONT_AWD_75H70620P00869_7527_-NONE-_-NONE-
111687842,75H70620F03011,DOUG OBRYAN CONTRACTING INC,,40145.38,,SD,,57770,,,,,,,CONT_AWD_75H70620F03011_7527_75H70619D00026_7527
111687575,75H70619P01159,"SOUTH DAKOTA NETWORK, LLC",,325293.4,,SD,,57401,,,,,,,CONT_AWD_75H70619P01159_7527_-NONE-_-NONE-
174791809,75H70525P00057,JOINT COMMISSION ON ACCREDITATION OF HEALTHCARE ORGANIZATIONS,,9698.0,,MN,,56671,,,,,,,CONT_AWD_75H70525P00057_7527_-NONE-_-NONE-
174653928,75H70525P00056,"DT-TRAK CONSULTING, INC.",,47182.0,,MN,,56633,,,,,,,CONT_AWD_75H70525P00056_7527_-NONE-_-NONE-
174114111,75H70525P00054,EAST OTTER TAIL TELEPHONE COMPANY,,20000.0,,MN,,56569,,,,,,,CONT_AWD_75H70525P00054_7527_-NONE-_-NONE-
173297636,75H70525P00052,REGENCY CONSULTING INC,,132447.0,,MN,,56671,,,,,,,CONT_AWD_75H70525P00052_7527_-NONE-_-NONE-
172899719,75H70525P00051,BHPE LLC,,198943.5,,MN,,56633,,,,,,,CONT_AWD_75H70525P00051_7527_-NONE-_-NONE-
172797604,75H70525P00050,PAUL BUNYAN RURAL TELEPHONE COOPERATIVE,,21000.0,,MN,,56601,,,,,,,CONT_AWD_75H70525P00050_7527_-NONE-_-NONE-
172598741,75H70525P00047,VENERGY GROUP LLC,,13052.0,,MN,,56671,,,,,,,CONT_AWD_75H70525P00047_7527_-NONE-_-NONE-
174294685,75H70525P00043,DATIX (USA) INC.,,11096.0,,MN,,56633,,,,,,,CONT_AWD_75H70525P00043_7527_-NONE-_-NONE-
174964785,75H70525F80026,SCRIPTPRO USA INC,,65668.96,,MN,,56633,,,,,,,CONT_AWD_75H70525F80026_7527_36F79719D0135_3600
174653927,75H70525F80025,"OMNICELL, INC.",,12220.0,,MN,,56633,,,,,,,CONT_AWD_75H70525F80025_7527_36F79723D0073_3600
111686254,75H70525F80014,"WS AUDIOLOGY USA, INC",,8093.6,,MN,,56601,,,,,,,CONT_AWD_75H70525F80014_7527_36C79119D0035_3600
111686251,75H70525F80009,PAYTON MERGER SUB II LLC,,265464.73,,MN,,56569,,,,,,,CONT_AWD_75H70525F80009_7527_47QTCA22D00CM_4732
173377091,75H70525F06015,VETMED GROUP LLC,,159181.0,,MN,,56633,,,,,,,CONT_AWD_75H70525F06015_7527_75H70522D00001_7527
174351134,75H70525F06014,"DT-TRAK CONSULTING, INC.",,280800.0,,MN,,56633,,,,,,,CONT_AWD_75H70525F06014_7527_75H70522D00009_7527
172797603,75H70525F06014,VETMED GROUP LLC,,275000.0,,MN,,56569,,,,,,,CONT_AWD_75H70525F06014_7527_75H70522D00001_7527
173986331,75H70525F06013,"DT-TRAK CONSULTING, INC.",,1015435.2,,MN,,56671,,,,,,,CONT_AWD_75H70525F06013_7527_75H70522D00009_7527
173333115,75H70525F06012,"DT-TRAK CONSULTING, INC.",,811200.0,,MN,,56569,,,,,,,CONT_AWD_75H70525F06012_7527_75H70522D00009_7527
174351133,75H70525F06011,MAAT ENTERPRISES INC,,338478.0,,MN,,56633,,,,,,,CONT_AWD_75H70525F06011_7527_75H70522D00010_7527
174294684,75H70525F06010,MAAT ENTERPRISES INC,,1684800.0,,MN,,56671,,,,,,,CONT_AWD_75H70525F06010_7527_75H70522D00010_7527
173333114,75H70525F06009,MAAT ENTERPRISES INC,,676956.8,,MN,,56569,,,,,,,CONT_AWD_75H70525F06009_7527_75H70522D00010_7527
172955338,75H70525F06007,"TYRULA, LLC",,300000.0,,MN,,56601,,,,,,,CONT_AWD_75H70525F06007_7527_75H70523D00018_7527
172955337,75H70525F06004,PERSONAL GROUP INCORPORATED,,75000.0,,MN,,56569,,,,,,,CONT_AWD_75H70525F06004_7527_75H70522D00011_7527
173017076,75H70525F06003,AKICITA CYBER LLC,,158720.0,,MN,,56569,,,,,,,CONT_AWD_75H70525F06003_7527_75H70524D00013_7527
172899718,75H70525F06003,MAAT ENTERPRISES INC,,473741.0,,MN,,56569,,,,,,,CONT_AWD_75H70525F06003_7527_75H70523D00019_7527
172797602,75H70525F06003,CEPHEID,,173496.0,,MN,,56671,,,,,,,CONT_AWD_75H70525F06003_7527_75H70525D00004_7527
172215492,75H70525F06003,JOINT COMMISSION ON ACCREDITATION OF HEALTHCARE ORGANIZATIONS,,26160.0,,MN,,56633,,,,,,,CONT_AWD_75H70525F06003_7527_75H70424D00002_7527
111686230,75H70525F06003,"DT-TRAK CONSULTING, INC.",,150000.0,,MN,,56671,,,,,,,CONT_AWD_75H70525F06003_7527_75H70523D00012_7527
172797601,75H70525F06002,CEPHEID,,199060.08,,MN,,56569,,,,,,,CONT_AWD_75H70525F06002_7527_75H70525D00004_7527
111686228,75H70525F06002,AKICITA CYBER LLC,,850000.0,,MN,,56633,,,,,,,CONT_AWD_75H70525F06002_7527_75H70524D00013_7527
173132069,75H70525F06001,"WILLIAMS, WALTER",,267200.0,,MN,,56671,,,,,,,CONT_AWD_75H70525F06001_7527_75H70525D00005_7527
172797600,75H70525F06001,CEPHEID,,176833.92,,MN,,56633,,,,,,,CONT_AWD_75H70525F06001_7527_75H70525D00004_7527
174053630,75H70525C00013,PAUL BUNYAN RURAL TELEPHONE COOPERATIVE,,250000.0,,MN,,56601,,,,,,,CONT_AWD_75H70525C00013_7527_-NONE-_-NONE-
173874672,75H70525C00010,ST MARYS REGIONAL HEALTH CENTER,,146376.0,,MN,,56569,,,,,,,CONT_AWD_75H70525C00010_7527_-NONE-_-NONE-
173838284,75H70525C00009,CURA HOSPITALITY LLC,,267925.5,,MN,,56633,,,,,,,CONT_AWD_75H70525C00009_7527_-NONE-_-NONE-
171914989,75H70525C00007,ROCHE DIAGNOSTICS CORPORATION,,199191.1,,MN,,56569,,,,,,,CONT_AWD_75H70525C00007_7527_-NONE-_-NONE-
111686212,75H70524P00058,"CUSTOM SURVEY SOLUTIONS, INC",,16600.0,,MN,,56633,,,,,,,CONT_AWD_75H70524P00058_7527_-NONE-_-NONE-
111686208,75H70524P00053,"PROAIM AMERICAS, LLC.",,14722.74,,MN,,56633,,,,,,,CONT_AWD_75H70524P00053_7527_-NONE-_-NONE-
111686207,75H70524P00052,"DOCU SHRED, INC.",,9020.0,,MN,,56601,,,,,,,CONT_AWD_75H70524P00052_7527_-NONE-_-NONE-
111686200,75H70524P00037,PAUL BUNYAN RURAL TELEPHONE COOPERATIVE,,14490.0,,MN,,56633,,,,,,,CONT_AWD_75H70524P00037_7527_-NONE-_-NONE-
111686197,75H70524P00034,DATA RECOGNITION CORPORATION,,2600.0,,MN,,56671,,,,,,,CONT_AWD_75H70524P00034_7527_-NONE-_-NONE-
111686186,75H70524P00014,AMERICAN DISPOSAL INC,,32761.2,,MN,,56633,,,,,,,CONT_AWD_75H70524P00014_7527_-NONE-_-NONE-
111686180,75H70524P00005,ALPHA SOURCE INC,,12000.0,,MN,,56569,,,,,,,CONT_AWD_75H70524P00005_7527_-NONE-_-NONE-
111686176,75H70524F80016,UNITED PARCEL SERVICE CO.,,13325.0,,MN,,56569,,,,,,,CONT_AWD_75H70524F80016_7527_HTC71123DC025_9700
111686173,75H70524F80010,"OMNICELL, INC.",,99036.0,,MN,,56569,,,,,,,CONT_AWD_75H70524F80010_7527_36F79723D0073_3600
111686171,75H70524F80005,"SOLVENTUM HEALTH INFORMATION SYSTEMS, INC.",,11725.22,,MN,,56633,,,,,,,CONT_AWD_75H70524F80005_7527_GS35F098GA_4732
111686165,75H70524F06009,"DT-TRAK CONSULTING, INC.",,585000.0,,MN,,56569,,,,,,,CONT_AWD_75H70524F06009_7527_75H70522D00009_7527
111686160,75H70524F06006,MAAT ENTERPRISES INC,,802796.4,,MN,,56569,,,,,,,CONT_AWD_75H70524F06006_7527_75H70522D00010_7527
111686142,75H70524F06003,PERSONAL GROUP INCORPORATED,,101400.0,,MN,,56633,,,,,,,CONT_AWD_75H70524F06003_7527_75H70523D00006_7527
111686140,75H70524F06003,PERSONAL GROUP INCORPORATED,,75000.0,,MN,,56569,,,,,,,CONT_AWD_75H70524F06003_7527_75H70522D00011_7527
111686111,75H70524C00009,RED EARTH STRATEGIES LLC,,301080.0,,MN,,56569,,,,,,,CONT_AWD_75H70524C00009_7527_-NONE-_-NONE-
111686110,75H70524C00008,GE HEALTHCARE IITS USA CORP.,,298573.28,,MN,,56569,,,,,,,CONT_AWD_75H70524C00008_7527_-NONE-_-NONE-
111686109,75H70524C00006,"DT-TRAK CONSULTING, INC.",,283792.9,,MN,,56633,,,,,,,CONT_AWD_75H70524C00006_7527_-NONE-_-NONE-
111686106,75H70524C00001,"DT-TRAK CONSULTING, INC.",,121800.0,,MN,,56569,,,,,,,CONT_AWD_75H70524C00001_7527_-NONE-_-NONE-
111686097,75H70523P00072,"CITIZENS TELECOMMUNICATIONS COMPANY OF MINNESOTA, LLC",,68040.0,,WI,,54501,,,,,,,CONT_AWD_75H70523P00072_7527_-NONE-_-NONE-
111686096,75H70523P00071,H. M. CRAGG CO,,18288.0,,MN,,56601,,,,,,,CONT_AWD_75H70523P00071_7527_-NONE-_-NONE-
172797599,75H70523P00069,GRUBER INDUSTRIES INC,,13310.0,,MN,,56601,,,,,,,CONT_AWD_75H70523P00069_7527_-NONE-_-NONE-
111686093,75H70523P00067,"GAUMARD SCIENTIFIC CO, INC",,68327.0,,MN,,56633,,,,,,,CONT_AWD_75H70523P00067_7527_-NONE-_-NONE-
111686068,75H70523P00019,CENTRAL MCGOWAN INC,,38905.14,,MN,,56633,,,,,,,CONT_AWD_75H70523P00019_7527_-NONE-_-NONE-
172005010,75H70523F80025,"CHANGE HEALTHCARE OPERATIONS, LLC",,6950.08,,MN,,56569,,,,,,,CONT_AWD_75H70523F80025_7527_GS35F0176X_4732
111686053,75H70523F80024,STERIS CORPORATION,,58564.94,,MN,,56569,,,,,,,CONT_AWD_75H70523F80024_7527_V797D60613_3600
111686046,75H70523F80008,"BECKMAN COULTER, INC",,138779.83,,MN,,56671,,,,,,,CONT_AWD_75H70523F80008_7527_V797D70260_3600
111686024,75H70523F06004,CEPHEID,,416991.94,,MN,,56671,,,,,,,CONT_AWD_75H70523F06004_7527_75H70521D00006_7527
111686023,75H70523F06004,RED LAKE BAND OF CHIPPEWA INDIANS,,14250.0,,MN,,56671,,,,,,,CONT_AWD_75H70523F06004_7527_75H70520D00009_7527
111685988,75H70523C00011,ST MARYS REGIONAL HEALTH CENTER,,213984.0,,MN,,56569,,,,,,,CONT_AWD_75H70523C00011_7527_-NONE-_-NONE-
111685987,75H70523C00010,"VESTIS SERVICES, LLC",,401239.46,,MN,,56569,,,,,,,CONT_AWD_75H70523C00010_7527_-NONE-_-NONE-
111685985,75H70523C00006,"DMS IMAGING, INC.",,1002761.0,,MN,,56569,,,,,,,CONT_AWD_75H70523C00006_7527_-NONE-_-NONE-
111685983,75H70523C00004,"SHARED MEDICAL TECHNOLOGY, LLC",,1154720.59,,MN,,56671,,,,,,,CONT_AWD_75H70523C00004_7527_-NONE-_-NONE-
111685969,75H70522P00060,ADVANT-EDGE SOLUTIONS OF MIDDLE ATLANTIC INC,,67280.0,,MN,,56633,,,,,,,CONT_AWD_75H70522P00060_7527_-NONE-_-NONE-
111685967,75H70522P00055,"UPTODATE, INC",,91751.0,,MN,,56601,,,,,,,CONT_AWD_75H70522P00055_7527_-NONE-_-NONE-
111685950,75H70522P00029,EAST OTTER TAIL TELEPHONE COMPANY,,47877.21,,MN,,56569,,,,,,,CONT_AWD_75H70522P00029_7527_-NONE-_-NONE-
111685947,75H70522P00025,ITASCA-MANTRAP CO-OP. ELECTRICAL ASS'N,,24473.51,,MN,,56569,,,,,,,CONT_AWD_75H70522P00025_7527_-NONE-_-NONE-
111685946,75H70522P00024,EAST OTTER TAIL TELEPHONE COMPANY,,148656.73,,MN,,56569,,,,,,,CONT_AWD_75H70522P00024_7527_-NONE-_-NONE-
111685936,75H70522P00008,CIMARRON MEDICAL INFORMATICS LLC,,17700.0,,MN,,56569,,,,,,,CONT_AWD_75H70522P00008_7527_-NONE-_-NONE-
111685933,75H70522P00001,GE HEALTHCARE IITS USA CORP.,,79566.41,,MN,,56569,,,,,,,CONT_AWD_75H70522P00001_7527_-NONE-_-NONE-
111685932,75H70522F80029,"QUADIENT, INC.",,12816.72,,MN,,56671,,,,,,,CONT_AWD_75H70522F80029_7527_47QSMA20D08QV_4732
111685908,75H70522F06013,CHANGE HEALTHCARE TECHNOLOGIES LLC,,79272.03,,MN,,56633,,,,,,,CONT_AWD_75H70522F06013_7527_75H70518D00007_7527
111685868,75H70522C00016,"NATIVEARC, LLC",,1745880.0,,MN,,56569,,,,,,,CONT_AWD_75H70522C00016_7527_-NONE-_-NONE-
111685851,75H70521P00069,"GLACIER SALT, INC.",,38472.95,,MN,,56569,,,,,,,CONT_AWD_75H70521P00069_7527_-NONE-_-NONE-
111685841,75H70521P00052,APPLIED SOFTWARE INC,,23715.0,,MN,,56671,,,,,,,CONT_AWD_75H70521P00052_7527_-NONE-_-NONE-
173102991,75H70521P00042,LEECH LAKE BAND OF OJIBWE,,5395.24,,MN,,56633,,,,,,,CONT_AWD_75H70521P00042_7527_-NONE-_-NONE-
111685821,75H70521P00024,PAUL BUNYAN RURAL TELEPHONE COOPERATIVE,,147675.0,,MN,,56569,,,,,,,CONT_AWD_75H70521P00024_7527_-NONE-_-NONE-
111685802,75H70521F80037,"SHRED N GO, INC.",,16664.3,,MN,,56633,,,,,,,CONT_AWD_75H70521F80037_7527_GS03F0089U_4730
111685589,75H70520C00006,"DT-TRAK CONSULTING, INC.",,1176180.93,,MN,,56633,,,,,,,CONT_AWD_75H70520C00006_7527_-NONE-_-NONE-
111685588,75H70520C00004,"WILLIAMS, WALTER",,1101657.47,,MN,,56671,,,,,,,CONT_AWD_75H70520C00004_7527_-NONE-_-NONE-
111685587,75H70520C00003,CURA HOSPITALITY LLC,,1360551.12,,MN,,56633,,,,,,,CONT_AWD_75H70520C00003_7527_-NONE-_-NONE-
111685586,75H70520C00002,ST MARYS REGIONAL HEALTH CENTER,,391218.75,,MN,,56569,,,,,,,CONT_AWD_75H70520C00002_7527_-NONE-_-NONE-
111685452,75H70519C00004,NORTHERN X-RAY COMPANY,,326451.78,,MN,,56671,,,,,,,CONT_AWD_75H70519C00004_7527_-NONE-_-NONE-
111685449,75H70518P00180,"SEABERG MOTORSPORTS, INC.",,68346.7,,MN,,56671,,,,,,,CONT_AWD_75H70518P00180_7527_-NONE-_-NONE-
174964784,75H70425P00028,APTIVE RESOURCES LLC,,122362.0,,NE,,68154,,,,,,,CONT_AWD_75H70425P00028_7527_-NONE-_-NONE-
174151401,75H70425P00026,MOHAWK NETWORKS LLC,,151137.73,,NY,,12914,,,,,,,CONT_AWD_75H70425P00026_7527_-NONE-_-NONE-
174185927,75H70425P00025,"KAT VIDEO PRODUCTIONS, INC.",,316160.0,,ND,,58501,,,,,,,CONT_AWD_75H70425P00025_7527_-NONE-_-NONE-
173838282,75H70425P00024,JTM ENTERPRISES LLC,,129089.3,,MD,,20857,,,,,,,CONT_AWD_75H70425P00024_7527_-NONE-_-NONE-
173738577,75H70425P00023,"BIGHORN RIDGERUNNERS, LLC",,44442.0,,NM,,87124,,,,,,,CONT_AWD_75H70425P00023_7527_-NONE-_-NONE-
174185926,75H70425P00022,"HCPRO, LLC",,15550.0,,IL,,60601,,,,,,,CONT_AWD_75H70425P00022_7527_-NONE-_-NONE-
171967993,75H70425P00020,THE JOHNS HOPKINS UNIVERSITY,,495000.0,,MD,,21218,,,,,,,CONT_AWD_75H70425P00020_7527_-NONE-_-NONE-
170925405,75H70425P00018,FUNKE PHD GAIL S,,72786.0,,VA,,22942,,,,,,,CONT_AWD_75H70425P00018_7527_-NONE-_-NONE-
172598740,75H70425P00017,MIDNIGHT SUN PROFESSIONAL SOLUTIONS LLC,,398117.64,,AK,,99503,,,,,,,CONT_AWD_75H70425P00017_7527_-NONE-_-NONE-
111685331,75H70425P00013,TRIBALHEALTH ALLIANCE LLC,,240000.0,,OK,,74055,,,,,,,CONT_AWD_75H70425P00013_7527_-NONE-_-NONE-
173906601,75H70425F80011,CELLCO PARTNERSHIP,,269940.0,,MD,,20701,,,,,,,CONT_AWD_75H70425F80011_7527_47QTCA20D00B5_4732
173906600,75H70425F80010,ATT MOBILITY LLC,,1073889.3,,MD,,21046,,,,,,,CONT_AWD_75H70425F80010_7527_47QTCA19D00MV_4732
174791807,75H70425F80009,CARAHSOFT TECHNOLOGY CORP,,2052721.24,,MD,,20857,,,,,,,CONT_AWD_75H70425F80009_7527_47QTCA22A0008_4732
172797597,75H70425F80008,"NEW TECH SOLUTIONS, INC.",,210612.81,,MD,,20857,,,,,,,CONT_AWD_75H70425F80008_7527_HHSN316201500040W_7529
172575589,75H70425F80007,DELOITTE CONSULTING LLP,,102730.87,,MD,,20857,,,,,,,CONT_AWD_75H70425F80007_7527_HHSN316201200018W_7529
111685322,75H70425F80005,"FOUR POINTS TECHNOLOGY, L.L.C.",,13722509.54,,MD,,20857,,,,,,,CONT_AWD_75H70425F80005_7527_HHSN316201500034W_7529
174452423,75H70425F24003,"ACCREDITATION ASSOCIATION FOR AMBULATORY HEALTH CARE, INC",,150000.0,,IL,,60077,,,,,,,CONT_AWD_75H70425F24003_7527_75H70422D00004_7527
170925404,75H70425C00002,"BRYANT HEALTHCARE CONSULTANTS, INC.",,4230072.0,,NH,,03844,,,,,,,CONT_AWD_75H70425C00002_7527_-NONE-_-NONE-
111685314,75H70424P00044,CASALE TECHNOLOGY GROUP LLC,,180664.76,,MD,,20857,,,,,,,CONT_AWD_75H70424P00044_7527_-NONE-_-NONE-
111685308,75H70424P00037,STRYDER CORP,,309276.0,,MD,,20857,,,,,,,CONT_AWD_75H70424P00037_7527_-NONE-_-NONE-
111685305,75H70424P00033,PURPLE ROPE ENTERTAINMENT,,682981.85,,CA,,91764,,,,,,,CONT_AWD_75H70424P00033_7527_-NONE-_-NONE-
111685304,75H70424P00032,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,,721628.0,,NC,,27599,,,,,,,CONT_AWD_75H70424P00032_7527_-NONE-_-NONE-
111685277,75H70424F80017,"DLT SOLUTIONS, LLC",,323127.4,,MD,,20857,,,,,,,CONT_AWD_75H70424F80017_7527_GS35F267DA_4732
111685259,75H70424F24001,JOINT COMMISSION ON ACCREDITATION OF HEALTHCARE ORGANIZATIONS,,353103.0,,MD,,20857,,,,,,,CONT_AWD_75H70424F24001_7527_75H70424D00002_7527
111685256,75H70424C00006,SIKICH CPA LLC,,634480.0,,VA,,22314,,,,,,,CONT_AWD_75H70424C00006_7527_-NONE-_-NONE-
111685218,75H70423F80024,MIAMI ENVIRONMENTAL & ENERGY SOLUTIONS LLC,,672065.96,,VA,,20191,,,,,,,CONT_AWD_75H70423F80024_7527_47QRAA22D00AH_4732
111685217,75H70423F80023,"CHENHALL SEDONA SERVICES JOINT VENTURE, LLC",,334713.8,,IA,,52803,,,,,,,CONT_AWD_75H70423F80023_7527_140A1623D0040_1450
111685211,75H70423F80017,IMMIXTECHNOLOGY INC,,40649.32,,MD,,20852,,,,,,,CONT_AWD_75H70423F80017_7527_GS35F0265X_4732
111685192,75H70423C00010,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,,494659.0,,MD,,20857,,,,,,,CONT_AWD_75H70423C00010_7527_-NONE-_-NONE-
111685190,75H70423C00008,EMERGENCY CARE RESEARCH INSTITUTE,,312764.34,,PA,,19462,,,,,,,CONT_AWD_75H70423C00008_7527_-NONE-_-NONE-
111685189,75H70423C00007,"HEALTHEWAY, INC.",,198000.0,,MD,,20857,,,,,,,CONT_AWD_75H70423C00007_7527_-NONE-_-NONE-
111685153,75H70422P00011,"KAUFFMAN AND ASSOCIATES, INC",,90606.0,,WA,,99201,,,,,,,CONT_AWD_75H70422P00011_7527_-NONE-_-NONE-
111685144,75H70422F80043,AURORA SYSTEMS CONSULTING INC,,48798.76,,MD,,20857,,,,,,,CONT_AWD_75H70422F80043_7527_NNG15SD79B_8000
111685143,75H70422F80042,SCIMETRIKA LLC,,855399.46,,VA,,22102,,,,,,,CONT_AWD_75H70422F80042_7527_GS10F0340T_4730
111685136,75H70422F80032,"REDHAWK IT SOLUTIONS, LLC",,94512.84,,MD,,20857,,,,,,,CONT_AWD_75H70422F80032_7527_NNG15SD38B_8000
111685126,75H70422F80021,"GOVSMART, INC.",,854619.19,,MD,,20857,,,,,,,CONT_AWD_75H70422F80021_7527_NNG15SD11B_8000
111685104,75H70422F24004,PROFOUND KNOWLEDGE PRODUCTS INCORPORATED,,61220.0,,MD,,20852,,,,,,,CONT_AWD_75H70422F24004_7527_75H70419D00006_7527
111685103,75H70422F24003,"TRIBAL HEALTH, LLC",,18058.77,,AZ,,85260,,,,,,,CONT_AWD_75H70422F24003_7527_75H70421D00003_7527
111685100,75H70422C00004,"RAVENTEK SOLUTION PARTNERS, LLC",,10300803.11,,MD,,20857,,,,,,,CONT_AWD_75H70422C00004_7527_-NONE-_-NONE-
111685099,75H70422C00003,HEALTH CARE SERVICE CORP. A MUTUAL LEGAL RESERVE CO.,,64140400.0,,IL,,60601,,,,,,,CONT_AWD_75H70422C00003_7527_-NONE-_-NONE-
111685083,75H70421P00032,"TALANCE, INC.",,374967.0,,MD,,20857,,,,,,,CONT_AWD_75H70421P00032_7527_-NONE-_-NONE-
111685052,75H70421F80022,JOINT COMMISSION ON ACCREDITATION OF HEALTHCARE ORGANIZATIONS,,985333.5,,AZ,,85344,,,,,,,CONT_AWD_75H70421F80022_7527_75R60218D00005_7526
111685032,75H70421F24003,PROFOUND KNOWLEDGE PRODUCTS INCORPORATED,,184229.5,,TX,,78628,,,,,,,CONT_AWD_75H70421F24003_7527_75H70419D00006_7527
111685023,75H70421C00011,"DNI EMERGING TECHNOLOGIES, LLC",,12529156.78,,OK,,73106,,,,,,,CONT_AWD_75H70421C00011_7527_-NONE-_-NONE-
111685020,75H70421C00006,"AA - RING MD JV, LLC",,8381740.62,,MD,,20857,,,,,,,CONT_AWD_75H70421C00006_7527_-NONE-_-NONE-
111684990,75H70420P00012,OSI FEDERAL TECHNOLOGIES INC,,92533.52,,VA,,20151,,,,,,,CONT_AWD_75H70420P00012_7527_-NONE-_-NONE-
111684980,75H70420F80024,LUMINA CORPS INC.,,415443.76,,MD,,20910,,,,,,,CONT_AWD_75H70420F80024_7527_75N98018D00056_7529
111684972,75H70420F80011,"HIGH PRAIRIE SERVICES, LLC",,326613.6,,NE,,68108,,,,,,,CONT_AWD_75H70420F80011_7527_47QTCH18D0004_4732
111684971,75H70420F80009,CELLCO PARTNERSHIP,,14017.91,,NJ,,07920,,,,,,,CONT_AWD_75H70420F80009_7527_GS35F0119P_4730
111684960,75H70420F24002,PROFOUND KNOWLEDGE PRODUCTS INCORPORATED,,236083.0,,TX,,78628,,,,,,,CONT_AWD_75H70420F24002_7527_75H70419D00006_7527
111684956,75H70420C00004,KADIAK LLC,,48480332.94,,MD,,20857,,,,,,,CONT_AWD_75H70420C00004_7527_-NONE-_-NONE-
111684913,75H70419P00042,INTEGRITAS CREATIVE SOLUTIONS LLC,,686148.22,,MT,,59718,,,,,,,CONT_AWD_75H70419P00042_7527_-NONE-_-NONE-
111684897,75H70419P00019,CRYSTAL CITY LESSEE LLC,,34048.03,,VA,,22202,,,,,,,CONT_AWD_75H70419P00019_7527_-NONE-_-NONE-
111684869,75H70419C00011,DDC IT SERVICES LLC,,17192615.31,,NM,,87110,,,,,,,CONT_AWD_75H70419C00011_7527_-NONE-_-NONE-
111684845,75H70418P00055,MIAMI ENVIRONMENTAL & ENERGY SOLUTIONS LLC,,40023.85,,VA,,20191,,,,,,,CONT_AWD_75H70418P00055_7527_-NONE-_-NONE-
111684817,75H70418P00004,"KAUFFMAN AND ASSOCIATES, INC",,987444.82,,WA,,99201,,,,,,,CONT_AWD_75H70418P00004_7527_-NONE-_-NONE-
174887237,75H70325P00024,CASALE TECHNOLOGY GROUP LLC,,54161.07,,CA,,92544,,,,,,,CONT_AWD_75H70325P00024_7527_-NONE-_-NONE-
173132067,75H70325P00022,SYSCO RIVERSIDE INC,,90000.0,,CA,,92544,,,,,,,CONT_AWD_75H70325P00022_7527_-NONE-_-NONE-
